label,leftEyebrow,rightEyebrow,leftLip,rightLip,lipHeight,lipWidth
anger, 6.4577646246598235, 6.01893738774298, 7.841717043757729, 8.903720815599725, 6.313209773725156, 2.0695623294054513
anger, 4.962228660211933, 5.505358300930532, 6.095315346163295, 5.6787492498785745, 3.721889173040143, 0.8198360491836058
anger, 6.626478208137205, 5.633970215139728, 5.385287036741744, 5.688482982448134, 3.28325681007424, 1.1416526558094864
anger, 6.28772286498474, 5.755717186247509, 4.735704902815437, 4.951489854622679, 2.4696953227140055, 0.6180796646955086
anger, 5.475007745388095, 5.440515574099803, 10.23611340560653, 10.940941187922599, 8.559633562990491, 2.90100699484824
anger, 5.748346273288688, 6.214177988843824, 5.357485020560983, 5.188161694303625, 2.918866512700292, 0.44476644391371384
anger, 5.962514224276173, 6.0204265855138335, 5.8968128396179225, 5.547726022204335, 3.900632272683088, 0.8561726894780893
anger, 5.798993191684556, 5.72668734927775, 5.974599962912922, 6.362908662682608, 3.605551275463989, 1.6489747260218464
anger, 6.010816941283966, 5.938420604271171, 6.261817213555668, 6.622352239113841, 3.8078865529319543, 1.8099773754242097
anger, 5.670396728874795, 5.805298317158451, 5.790120032063582, 5.258825579568898, 3.0182794769703003, 1.293973506971327
anger, 6.478219675550898, 6.304699426859033, 5.8238406275223396, 5.729084247268542, 3.5621172419339344, 0.82644955558372
anger, 5.686601125772327, 5.99204920908301, 6.606958140531763, 6.789661350387291, 4.659811815282475, 1.1648704120729811
anger, 6.026500049343823, 5.931905877056291, 9.072718256092534, 8.696874747376086, 7.270341671496916, 2.7073878995405667
anger, 5.556531760935923, 5.187654746048598, 5.830158288374414, 5.73535047433012, 3.08971095729389, 1.3506282232181797
anger, 5.708203861388645, 5.1248587887199, 6.8602659856732435, 7.734125141049644, 4.7757399748826685, 1.9845557534273355
anger, 5.748864497166152, 6.129114390470328, 8.20019975301717, 7.685091438641065, 5.923554302546845, 1.9966786581012015
anger, 6.052751723753974, 5.910404307967612, 5.642905214154878, 6.022995273923681, 3.176458348609255, 1.0903045652219476
anger, 5.870560422823408, 5.980180390893878, 5.928178705093174, 5.654400923068476, 3.477464619661209, 0.908730903625281
anger, 5.517986481978092, 5.2671237507189765, 5.924827622870224, 5.982981455208105, 3.165016749170584, 1.5819606990628907
anger, 6.780349850979211, 6.333054349774577, 5.9307098291161235, 6.088487529580781, 3.6177666168670477, 1.3318241836325833
anger, 6.122047091367442, 5.7436407292394245, 5.765277568724684, 5.774305965056034, 3.0382617534963345, 1.5413831674718383
anger, 5.57964370874282, 5.432643883821347, 5.827079674858501, 5.912046512489445, 3.288119919609058, 1.292754496517956
anger, 4.966503168300958, 4.854552405081449, 8.258912498448039, 9.437808987781283, 6.929037501243706, 2.817164564765626
anger, 5.205768678576815, 4.8835856176330035, 6.314439938783427, 7.130810347606998, 4.08509994913883, 2.290058387394881
anger, 5.909928518003369, 5.838703827420572, 6.22472241066821, 6.472325383494973, 4, 1.7008139462623473
anger, 5.971142919549597, 5.822198377453079, 5.794070172033381, 5.705492764966446, 3.4176827757349795, 1.167410477176825
anger, 6.627647943044218, 6.871079853720257, 7.069731580215519, 7.153621788333968, 5.308021973980947, 1.1245405460403444
anger, 5.161744060819588, 5.170326755451274, 5.898384696204698, 5.943960747683455, 2.5174775515095145, 2.000297243072162
anger, 5.236356792418719, 5.176843168905575, 5.82185430472588, 5.548809463074081, 3.461830391992269, 0.9528195886626837
anger, 6.013865148115545, 6.86681535174885, 8.604703729314105, 8.126256619064412, 6.6147459371641455, 2.994807438773107
anger, 4.8441793978697625, 6.120135753731299, 5.297518382439811, 4.6453465776549185, 2.7242263514789187, 0.6636108828176629
anger, 5.856246863585544, 5.5763299878205626, 5.680002396696752, 5.581771424978708, 3.6108724707472017, 0.9338094023943002
anger, 5.607780096689054, 5.238813618806689, 4.773514931438872, 5.158762970356513, 2.6227306027319197, 0.5862068965517241
anger, 5.587403548356438, 5.490543882699782, 5.325011286632961, 6.139849906175984, 3.5970073030870453, 0.6215503087641309
anger, 6.352735005844242, 5.8545890721012634, 6.076656361654996, 6.494004525177253, 3.5581841095288156, 1.9932470263028534
anger, 5.192473597910052, 5.577082687835066, 8.698115311010767, 8.596114729010896, 6.7520572996515495, 2.006932429798716
anger, 6.631546330885783, 5.956619016028964, 5.878800232089152, 5.731735784213012, 3.7588507919333667, 0.7150609884440418
anger, 5.881824275480392, 6.508115130309955, 7.555188171014619, 7.4872551690380345, 4.236927789498614, 3.1198660249826164
anger, 5.923999559152172, 6.1833181928314955, 5.627629866371915, 5.852721336387013, 3.49756911164335, 0.6946036472724023
anger, 5.229342122615833, 4.8726896299846265, 5.363993405954046, 5.509800618686707, 2.6823782472322, 0.9347323091644572
anger, 5.802306056540658, 5.634445277347912, 6.081209125039356, 6.41281642662655, 4.020503008883893, 1.7938165396098278
anger, 5.828395906795079, 5.54033682192682, 6.851351032143598, 7.024537946650299, 4.180197177515263, 2.183613081561245
anger, 6.127547517464872, 6.109925139192759, 6.598570616591843, 6.8682168892931665, 4.348297633291943, 1.61721508012528
anger, 6.666132075431376, 5.999069836619445, 5.253010598820651, 5.792939427365851, 3.1522066866293086, 0.9976124120329946
anger, 6.58241427089728, 5.805904398483232, 6.212210121883382, 6.276629589310968, 3.736692559888853, 1.145373820252066
anger, 5.204516855351123, 5.6029581459457285, 5.670544443316234, 5.6482288377325665, 3.5003571246374277, 0.7071067811865476
anger, 5.228424638589089, 5.668795664666678, 5.829012864040511, 6.14210497808884, 3.94064569894201, 0.7299225200292847
anger, 5.6902802630937, 5.4484074544519405, 5.262984518619314, 5.30058104964858, 2.930185533570613, 0.9663115241905373
anger, 5.481454567240543, 6.012169429199183, 5.00598185853229, 4.9441104709252714, 2.5351038622424698, 0.4639898966613623
anger, 5.933391264361439, 6.115781916247607, 8.004600201242232, 7.4971183839172015, 5.316050019670089, 2.369005775774084
anger, 6.135882112990108, 6.154751074614838, 6.416809664968817, 6.400453873953447, 3.305491792825776, 2.6090579458569563
anger, 6.651384835322492, 7.553498899579698, 5.604457858676225, 5.29009076810889, 3.5176349520819516, 0.4063968147521877
anger, 6.586163085359064, 7.199959709424272, 5.838097406963393, 5.515283601921233, 3.740791896792794, 0.5348108693240189
anger, 7.1710204619317, 6.434236938917626, 5.286923968316085, 5.751861806801655, 3.3111946911615378, 0.8619342151577696
anger, 7.286373678580028, 6.208059005619962, 4.8532929529882995, 4.993183634012463, 2.531922105360178, 0.2589737124484317
anger, 8.08747384581056, 6.688414861167953, 4.962544651156374, 5.2098938671551265, 2.7102182603746, 0.5470331644597682
anger, 5.845299780823075, 6.001570864291183, 5.1575960385530575, 5.307958729043346, 2.7729387279904305, 0.917286729630447
anger, 6.3325588809753315, 6.163352811961092, 5.06727352339492, 5.116014055773967, 2.7197502060899987, 0.8619181161017875
anger, 5.319084736982928, 5.335783049606283, 5.11183483062247, 5.308741308681503, 2.725765842278844, 0.6610315807254086
anger, 5.244979580688881, 5.21959127796205, 5.111705995147001, 5.230825551174824, 2.6646397117756138, 0.6677049271721899
anger, 5.395892426291028, 5.253087314679524, 5.032258668717335, 5.141243179909136, 2.515046854432262, 0.6462172064509846
anger, 5.201228871894874, 5.076401815829438, 5.080321305401554, 5.202682087086049, 2.5598713202953363, 0.714675032250088
anger, 5.0988208821987975, 5.018191691514299, 4.9774898456834045, 5.1304386246776055, 2.497177610363171, 0.6836426381064657
anger, 5.39727571359378, 5.343286605036166, 5.0604077246104335, 5.289002645858382, 2.661591778703146, 0.6494126004811708
anger, 5.483100128762263, 5.176593745851072, 5.556539921558173, 5.548065577367442, 3.4399942891541797, 0.7765316247626237
anger, 4.783054447163762, 5.828531564860837, 5.502036573178032, 5.023078873362024, 2.897917780258767, 0.6760139189786329
anger, 5.677952815192443, 5.195618855674439, 5.632572117503443, 5.495572743062642, 3.2507848345924595, 0.643848442047141
anger, 6.04381856915473, 5.6747098319585, 5.19884400506988, 5.186669563372634, 2.7790386709284363, 0.779162456550067
anger, 6.1823990958677, 7.306046914017206, 6.138644694190342, 5.940977100596289, 4.169677073413686, 0.8221083073205848
anger, 6.537082602312126, 5.487666641749587, 5.35507940102451, 5.443345403385115, 3.0409159494008966, 0.9132153437995573
anger, 6.030720402840593, 5.142078385419886, 5.794511859396442, 6.165045417500869, 3.502083871024324, 0.9542042949892205
anger, 5.509273611608581, 5.872456249719132, 6.4831702175468, 6.29980306963805, 3.8718356255284276, 1.1352924243950935
anger, 5.582949003073634, 5.505934978345514, 6.156879454791305, 5.6891120135657065, 3.9813923630452264, 1.049516626125976
anger, 5.308293328462484, 6.242989765699314, 5.980920523830699, 6.395997247124919, 4.099588983575567, 1.0511766624552734
anger, 4.716287723542784, 6.206156541657048, 5.636448021450894, 5.411761149723194, 2.850586377682531, 0.9528195886626837
anger, 5.993722868672236, 5.669165669097422, 5.22905905382543, 5.103275753852112, 2.7713556919193936, 0.637326891799106
disgust, 5.5523744422608265, 5.532482829238663, 6.6438953419768065, 6.542001788960278, 3.825357703274518, 2.1291891019838456
disgust, 5.967236725338525, 5.801439660561312, 6.805909736012646, 7.172624588480189, 4.144450577366714, 2.584475417678446
disgust, 6.166885374087597, 5.669511109931137, 6.729934713019739, 6.83037599931324, 4.021361162013845, 2.309959915502741
disgust, 6.287864375644498, 6.373790233011984, 7.4903694921146915, 6.371601432655891, 5.371963157513319, 1.515208892584016
disgust, 6.2655137925100455, 6.9834450971237825, 8.377092807310923, 7.290340735661259, 6.330244860982868, 1.96
disgust, 6.732232541483368, 6.931447326692777, 8.595672657138348, 8.382556401924571, 7.023546567012057, 2.122425600938629
disgust, 6.592383789511308, 6.311660720948634, 7.970890500875685, 7.101069587274898, 5.894273980179802, 2.14795219456509
disgust, 5.440059911886326, 5.130398523141393, 7.063339557465341, 7.8992963939900545, 5.453857427365868, 1.9052918375675079
disgust, 5.633469653472484, 5.320644085004661, 7.38763001266604, 8.838350844896793, 6.092778612383039, 2.5330979779419622
disgust, 5.683573541014771, 5.11526691065029, 6.065451073571104, 6.7888778984262865, 4.222295321004651, 1.5327897587224557
disgust, 7.518793970989218, 7.013320024836502, 6.344391229948414, 6.204360485577891, 4.0951847630633305, 0.9759138957978473
disgust, 7.387972184210606, 6.697108082239293, 6.841289357207899, 6.5376500241272275, 4.5500591945636435, 1.5244326904210332
disgust, 7.476947997896041, 7.141475284376603, 7.238530945885275, 7.142765509497496, 4.963154353283995, 1.907292156737066
disgust, 7.223245438773817, 6.7577132767567605, 7.069314149605178, 7.019625456283782, 4.807511117656906, 1.7541958854875146
disgust, 5.841117613747283, 5.981090373110666, 6.372240180967438, 6.23168998038963, 4.083361708416894, 1.7405751125079387
disgust, 5.898149255309933, 6.055569304137008, 7.002486903525735, 6.433613426811075, 4.565163669798577, 1.9267244692677965
disgust, 8.093174385775129, 6.714920237116416, 6.273717247234711, 6.601550740707808, 3.5797495361509624, 1.4475861349078776
disgust, 8.232289661178815, 6.701292182874751, 6.413321015089485, 6.902820210546844, 3.7955439460179945, 1.687054784573947
disgust, 8.256149734178035, 6.2015259238565035, 6.384578748370815, 7.307374780231323, 4.01311544082665, 1.968704187617822
disgust, 5.806846770025496, 6.255124621656927, 6.889924345125156, 6.786274182158861, 4.285809522751346, 1.9430672155336346
disgust, 6.598366199196703, 6.640358380052528, 6.5554032552782795, 6.466235029140249, 3.9460023132349233, 1.7107435806151419
disgust, 6.1412236989919595, 6.057027667482783, 6.053778988292112, 6.213567578064247, 3.594534724645952, 1.3807663019991994
disgust, 6.624375875646287, 6.779722728550766, 13.115935373152837, 13.934923240017202, 10.740664211503875, 5.868865287816458
disgust, 6.283799199747012, 6.347336897049242, 13.515303287256378, 14.096561555685296, 10.92492954682605, 5.554820530710661
disgust, 7.285360875683397, 6.438375867271372, 5.433892804102511, 6.046919619366591, 3.1536244417567376, 1.9225206558273222
disgust, 7.405496367380407, 6.3382920292075005, 5.592043658817309, 6.058571540269847, 3.2292972011862524, 1.8264833311411535
disgust, 6.981016017813966, 6.108944106025924, 5.4543918323599945, 6.041199922234984, 3.110356099949514, 1.7404337358949051
disgust, 6.7282017787243635, 6.828187508817735, 5.608659019698065, 5.532680252332677, 3.2967180444713517, 0.8716039338445171
disgust, 6.813683319397386, 7.2656101583722394, 6.278422854848602, 5.86381824266968, 3.860771756229149, 1.3249647430880325
disgust, 6.871578346785537, 7.116640171773048, 6.485330241018617, 6.02065171072803, 4.162249911324922, 1.5578918534439503
disgust, 6.4491359465341, 6.734666961400053, 7.515067945984809, 6.967170957941127, 4.823680120847244, 2.3633283946412167
disgust, 6.7605982575589865, 6.6735971443453765, 7.961672793899297, 7.326728655203087, 4.93927747942252, 2.9048382618974777
disgust, 6.354874022396467, 6.4083792819261856, 6.00134788866105, 5.606663863834514, 3.556109446696932, 1.1020163887415226
disgust, 6.6231901225585705, 6.876820323025522, 6.4926226967751015, 6.288557442774811, 4.184572963585886, 1.41107202521878
disgust, 6.338801409015458, 6.077118881315755, 6.334295996684314, 6.3001431185735095, 4.244533174323856, 1.3172989869649538
disgust, 6.689280842649446, 6.3786437056708785, 7.277646034381331, 7.642059146911364, 5.07545800619045, 2.519241025083895
disgust, 6.598517950362981, 6.467025379896091, 7.887181565669885, 8.192231793075607, 5.691347186012132, 2.9219285025986474
disgust, 6.66598901072153, 6.3296319928696985, 8.066383906222418, 8.895831557232558, 6.167186395284972, 3.060640679256774
disgust, 6.361635073224268, 6.112872899211877, 6.234338291973897, 6.725096521339397, 4.182642156919957, 1.7893671681310468
disgust, 6.229053507727912, 6.028592701425669, 6.295805068591084, 6.890399344347091, 4.302762074283205, 1.848629544462749
disgust, 5.7368421610169, 6.041877076014589, 6.501786597036293, 7.33027708347927, 4.511852845835097, 1.966322122604652
disgust, 5.283799792481339, 5.473480324130199, 5.7055240705083365, 5.666414449355426, 3.149469364169966, 1.2192318125118218
disgust, 5.688388954047789, 5.926775511315194, 6.16581714214759, 6.227396019269919, 3.841665936996485, 1.5058323070473534
disgust, 7.022933443865522, 6.575547598281807, 6.132080733173609, 5.80128216485397, 3.464881730363304, 1.371919152924895
disgust, 7.24370826414151, 6.875386526646924, 6.350627245691275, 5.980028459984917, 3.6466677859441874, 1.6428571428571428
disgust, 7.132695407075478, 6.235179635621574, 6.642298705536048, 6.405653295416768, 4.103218185080562, 1.8200951585930258
disgust, 5.712859189268331, 5.498304100976661, 7.91884159846253, 7.4968102401099355, 5.414307905969186, 2.208069704668998
disgust, 5.637526051444364, 5.500350081591029, 7.613807074162735, 7.536780583941066, 5.380347734663118, 2.3519241281514187
disgust, 6.793939662752042, 6.609842695305499, 6.316460440332976, 6.168842980602148, 3.7955537637744543, 1.920387792440996
disgust, 6.373996167151621, 6.333080346596512, 6.299071659144343, 6.072508741136758, 3.7427677258023215, 1.973859641326229
disgust, 5.731350875029845, 5.7236513063047445, 5.787029342484141, 5.73093598299439, 2.953589563799774, 1.9294071578005627
disgust, 5.856664094540142, 5.675761691115776, 5.7328259283222565, 5.470084723432709, 2.7370803937653796, 1.9118015567776723
disgust, 6.071475181342289, 5.7922464927902375, 5.65736303060246, 5.458150249722084, 2.891250374242049, 1.60022209712229
disgust, 7.375676091234674, 7.516315200556631, 6.896861060697115, 6.784279564444269, 5.12068875125185, 1.1485661288098021
disgust, 6.808963299206582, 6.833712543575212, 7.038087882187995, 7.074055177639197, 5.528272583077737, 1.6172150801252798
disgust, 6.724782091028699, 6.996668717457874, 7.8084842041483515, 8.120423067018892, 6.377849137440654, 1.7933633259890132
disgust, 7.310227570708774, 5.808947301757098, 5.580508915434901, 5.384977858585146, 2.770239484976653, 0.9989685402102997
disgust, 6.207000494361114, 6.385012007538001, 6.820528895623106, 6.0364944798803855, 4.108330363831319, 1.560491952922262
disgust, 6.686130917481753, 6.404791449096322, 7.197302185215714, 7.561828769629702, 5.640588561155592, 1.8408935028645432
disgust, 6.472548052296969, 5.936117021834622, 6.089591872530367, 6.491182273091294, 4.205469725221677, 1.4949100633686883
disgust, 5.374642487599944, 6.778213304773651, 5.9371395889538015, 5.302364485375346, 3.370624736026114, 0.8527157691790015
disgust, 5.275514350528386, 5.102252211322054, 8.32639192099012, 9.15853613308462, 6.357250517821479, 2.4455035892179855
disgust, 6.23933146206012, 5.994853753766368, 5.856477258169564, 6.080789851602109, 3.4598349530737846, 1.26887521575064
disgust, 6.8426652583199425, 6.8058633552190635, 6.298738871836521, 6.627371612872656, 4.311106048233564, 1.3139708280690918
disgust, 5.453924066639314, 6.0065544128098125, 5.628150806567804, 5.369494206545341, 3.0217788702986863, 1.3498867357091036
disgust, 8.492388350842852, 6.8911083957644665, 7.218044679695399, 6.639052377180086, 5.180778602301978, 1.5607042209751498
disgust, 6.653924564968012, 6.826815773041257, 7.158058120361342, 7.509392874664243, 5.188482820854366, 1.7972446955201236
disgust, 5.214653390143436, 5.353864030859532, 7.966253978266777, 6.957064074339591, 5.469035091091134, 2.1735082081819894
disgust, 6.233911133399362, 6.109596246421578, 6.415338633145728, 6.149027434427915, 4.001542912304246, 1.5565473029024333
disgust, 6.618338984549674, 6.387713482137962, 6.537815642636129, 6.278623128544293, 4.120484809064147, 1.6120686809496565
disgust, 5.416745523654685, 5.419267649235866, 7.159929728222464, 8.372471837330462, 5.772947520714447, 2.605467623759992
disgust, 5.609179601252215, 5.3439408394976375, 6.963293589740773, 7.249530285669649, 4.811644982502525, 1.4761904761904763
disgust, 5.7506347306518375, 5.958962833598181, 5.95816169652141, 6.102471275939283, 3.459365998959072, 1.1353124795533203
disgust, 5.92723369168531, 5.644742775710752, 6.456335670986478, 6.376086624914716, 4.154121292930843, 1.1638398632904199
disgust, 7.209523493335592, 6.888236361217036, 7.201566465164705, 7.260365417696008, 5.272278736649181, 2.4413111231467406
disgust, 5.969726198812911, 5.877730705586721, 6.982954304934304, 6.054927369659293, 4.255259324671, 1.6547370224498918
disgust, 5.607886077803666, 5.5578284827367135, 5.340071733202619, 5.838618014688683, 3.232635366522859, 0.4871461643691076
disgust, 6.3992144590349955, 6.315125358572075, 7.18164701044852, 6.564616267356461, 5.09583958218678, 2.0474422946995814
disgust, 5.347765515490462, 5.391194081052847, 7.5786061479689515, 8.65779464407322, 5.891649892987402, 2.3566599571949607
disgust, 5.655425040802933, 5.608932590115879, 6.0574771118585335, 7.146514620658056, 4.472521467345022, 1.1759075731917263
disgust, 5.491272024468211, 5.316131023283986, 6.127009983215002, 6.5440796861162935, 3.7053523514676527, 1.5408926265821097
disgust, 5.914474215354525, 5.501579273770096, 7.1912164711207005, 7.323277132529954, 4.826756452802574, 2.23606797749979
disgust, 8.245211301936578, 7.482879996037763, 5.8684683144796175, 6.494294258755945, 3.995321453426429, 1.2494387767545296
disgust, 5.402423902164441, 5.125726231545412, 6.510769763088165, 6.29161043555397, 4.25, 1.0012492197250393
disgust, 6.111487838037833, 6.231869775935834, 6.0173619455195135, 6.223686156296375, 3.8162841076423937, 1.547027046604819
disgust, 6.46894185206592, 6.521702825757881, 7.976625886983297, 7.605146369386285, 5.789681179759841, 1.787142286170972
disgust, 5.485018213994139, 5.8469087898898655, 6.201816492861577, 5.746460534472726, 3.5278465609300613, 1.7130058786447562
disgust, 5.761783421166708, 5.610758361770809, 6.624785692591837, 6.869514298066952, 4.378078067779008, 1.7744431939762537
disgust, 5.378416503569618, 5.350356468292006, 6.958764964044647, 6.862515256083455, 4.394794018363136, 2.247747556401015
disgust, 5.877413990593618, 5.486752913816227, 6.063857690532036, 7.321210845746715, 4.869542725136656, 1.7196166855041788
disgust, 5.640506710142215, 5.5727951223201515, 6.8225098437212335, 6.57373096644316, 4.343722427630694, 1.7396594765469544
disgust, 6.8084721115561475, 6.354458703868357, 5.553708740595477, 5.918661550600335, 3.3351846710674744, 0.8888888888888888
disgust, 6.298546279571081, 6.5583488737351106, 5.493272652207054, 5.385468128101401, 3.0022181149056197, 0.6583554911009112
disgust, 5.0517431294928095, 5.212628825599217, 6.930857485737379, 6.369620859320888, 4.3781636369239525, 1.1950806758466888
disgust, 6.2199181733842615, 6.270630556931466, 7.352284643962438, 7.243621007086653, 5.043946521200257, 1.8976294438679047
disgust, 7.546280809328231, 6.8132298016241855, 5.413556263189961, 5.497359081390195, 3.1215964332621695, 0.8920549017300624
disgust, 6.691300896289437, 6.835039847476571, 5.110908654703264, 5.236436403384858, 2.834703539237969, 0.6553330001995967
disgust, 6.4646959611468935, 6.740601526993264, 5.863506284958952, 5.9331642198279955, 3.6788754571309035, 1.8514570411095645
disgust, 6.711472540235087, 6.155419910766924, 5.61797076679742, 6.246374908605752, 3.810425631547239, 1.7974842390639953
disgust, 5.370207014677493, 5.269130279971225, 5.562399957625192, 5.8809007362585834, 3.0259602845318967, 1.3339437546591157
disgust, 5.318816971159289, 5.435321109817258, 5.9250958130649085, 6.380799007315904, 3.5034198270249908, 1.6937166220162965
disgust, 5.515373986857854, 5.464983617909525, 5.930345492202866, 6.152816104697307, 3.4421866086324613, 1.8148039876288327
disgust, 5.958615042890234, 5.666069821996699, 6.218786031626015, 6.227057043082828, 3.6857859183503363, 1.954445525647351
disgust, 5.9100500212793055, 5.721578384807682, 6.403999691745674, 6.360280911008977, 3.8703021528461132, 2.1334378578776567
disgust, 5.8315879243699404, 5.685228840818988, 5.996531372903454, 6.314026076439411, 3.704196032779334, 1.7546885053313137
disgust, 5.324212066305925, 5.186037846838787, 5.349100432528382, 5.627240991785561, 2.9807977281277935, 1.0392944430904554
disgust, 5.344379543696599, 5.372073955923493, 5.181217704947292, 5.270306563299782, 2.692768624544172, 0.6958740458438459
disgust, 5.378432014824065, 5.311368939917262, 7.838133385758247, 8.380320603102334, 5.614045753966248, 3.7432169522685923
disgust, 5.116222018395979, 5.239010153971449, 6.53002074640553, 6.476807370545642, 4.041763112381004, 2.041549540986426
disgust, 6.333184161227822, 6.448383127468436, 6.3188377378371, 6.392526418591846, 4.181818181818182, 1.0909090909090908
disgust, 6.4250163784994125, 5.58008204951969, 5.532908758877747, 5.434942633956508, 3.1737659483061105, 1.1362927345141005
disgust, 7.545254090059826, 6.896950672590338, 8.638613084873636, 7.763768502815852, 6.247622498618646, 2.4444651431480002
disgust, 6.762392904648497, 6.170427263007314, 6.378120553232433, 6.6522782998305825, 4.1081532440894994, 1.8313509095326743
