label,leftEyebrow,rightEyebrow,leftLip,rightLip,lipHeight,eye,openmouth,mouthline
anger, 5.54881414313879, 5.660364069596772, 5.538860586895482, 5.368659882838487, 3.4085137416021603, 0.7498063766587071,4.383220906117234,0.9821486013021895,1.9213094720935462
anger, 5.559364517430485, 5.044686148595862, 5.286012327691617, 6.131222650515231, 3.857709627790646, 0.39424803826013155,4.505307905948257,0.9453594680780675,1.6069552904113618
anger, 6.493852339188235, 6.1644300058489705, 5.639270117805605, 6.016997497063954, 3.4063766629017005, 0.7839596028545022,4.5430189288909295,0.9667514809659501,1.5216769679904336
anger, 5.782294240214823, 5.873719000433631, 5.070046352203153, 4.98862876161964, 2.163941918836819, 0.9098178911415857,4.387215991421366,1.0138862285653383,1.4312524502864035
anger, 5.526563273082508, 5.495003900148211, 5.608240840622393, 5.715437955459213, 3.321603020746643, 0.9383437051574445,4.571927487060997,0.9681534983456433,1.438838237764258
anger, 5.159119084726424, 5.134252648313507, 4.868878615851485, 4.958994030739625, 2.315280720475065, 0.540435690791556,4.488437489351666,0.9863657764242474,1.4888204413742474
anger, 5.963217622625298, 5.975076241808296, 5.607057904263713, 5.370312140101248, 3.210570775716111, 1.0414921422425332,4.40607469790864,0.9545881478994446,1.5803593862538745
anger, 5.9926124820556534, 6.103813663760502, 5.000200233861635, 5.012231235128182, 2.7366760811528943, 0.6562042569548278,4.498034768027158,1.0004561003657901,1.8021708311613287
anger, 5.976843628106519, 5.803712424540452, 5.255801395261642, 5.3597727226802085, 2.814049585136003, 0.813953488372093,4.460024263775827,0.9998405993454448,1.6869801677727203
anger, 5.893603719777697, 6.148891224972803, 5.020946562107025, 5.259559651312815, 2.5752915751100067, 0.8127936295043754,4.485975039318838,0.9838981428763628,1.4424287159511904
anger, 6.26647377454076, 5.79975634320895, 6.062035433374643, 6.147052458331463, 3.8434955503304113, 1.199909506295011,4.46544749135538,0.9844988827650549,1.4653627903971462
anger, 6.00928332985044, 6.5661393944993005, 4.771874938794922, 4.826535869514001, 2.333571416424952, 0.566911711723165,4.531914857823038,0.9861138086383696,1.5860214114335824
anger, 5.718152058234888, 5.762802664522574, 5.121755044461309, 4.896722161933212, 2.229866427301002, 0.9802329931333564,4.487923131737616,1.0147766330617571,1.7020969666650605
anger, 5.682495724434347, 5.635178620538764, 5.6685780176306455, 5.665665510743667, 3.757947837011759, 0.6676086858827283,4.423274378676433,0.9201333421913046,1.7206546984130273
