label,leftEyebrow,rightEyebrow,leftLip,rightLip,lipHeight,eye,openmouth,mouthline
anger, 5.678925326518892, 5.836762844787106, 5.499238764489781, 5.689367911237477, 3.2137052495278104, 1.1370687218543107,4.454344977804528,1.029804943006475,1.6492319251562069
anger, 6.493852339188235, 6.1644300058489705, 5.639270117805605, 6.016997497063954, 3.4063766629017005, 0.7839596028545022,4.5430189288909295,0.9667514809659501,1.5216769679904336
anger, 5.782294240214823, 5.873719000433631, 5.070046352203153, 4.98862876161964, 2.163941918836819, 0.9098178911415857,4.387215991421366,1.0138862285653383,1.4312524502864035
anger, 6.008526261313269, 5.942202588832167, 5.101727288045824, 5.004636587738234, 2.286830084797446, 0.7875384668285694,4.3766740851255825,0.986407134848408,1.4086543741021296
anger, 5.526563273082508, 5.495003900148211, 5.608240840622393, 5.715437955459213, 3.321603020746643, 0.9383437051574445,4.571927487060997,0.9681534983456433,1.438838237764258
anger, 5.5829235265981, 5.577415852172859, 6.035709521949867, 5.9705089482632685, 3.6882165305836625, 1.1218218053220073,4.543830706723308,1.002289642379203,1.5426927724271642
anger, 6.0601434384031645, 5.635376172031134, 5.090680350573566, 5.332101368916194, 2.5473308212542567, 0.9535207680044863,4.509605677038199,0.9883052817822274,1.3223750334707334
anger, 5.159119084726424, 5.134252648313507, 4.868878615851485, 4.958994030739625, 2.315280720475065, 0.540435690791556,4.488437489351666,0.9863657764242474,1.4888204413742474
anger, 4.971299117678752, 4.94773933895263, 5.113992715129918, 5.094109833916095, 2.5321462647095156, 0.6241050826688055,4.473842670408669,0.9859407730288834,1.4489186765370137
anger, 4.900536119527748, 4.986991871426257, 5.086842581702273, 5.109287278881699, 2.5855781996279084, 0.5884419350877309,4.4870755050399085,1,1.4375167739225312
anger, 5.963217622625298, 5.975076241808296, 5.607057904263713, 5.370312140101248, 3.210570775716111, 1.0414921422425332,4.40607469790864,0.9545881478994446,1.5803593862538745
anger, 6.336461852492269, 6.147961716005184, 5.489495962607245, 5.389348253243689, 3.0816344021047164, 1.128038380657012,4.440709020574742,0.9848799648923098,1.5959805714424626
anger, 5.971934254322209, 6.00702374606014, 5.308281576604921, 5.188923051998039, 2.9665374982504917, 0.7459552910056063,4.524650063333515,1.0000913033555885,1.7567619331776645
anger, 5.9926124820556534, 6.103813663760502, 5.000200233861635, 5.012231235128182, 2.7366760811528943, 0.6562042569548278,4.498034768027158,1.0004561003657901,1.8021708311613287
anger, 6.068401183684297, 6.149050422912037, 5.254657011690951, 5.2622372694971595, 3.1225236342026053, 0.5974303950445415,4.516267642980093,1.000864491192354,1.7065582100571497
anger, 6.0808495257344575, 5.689134692065279, 5.205847531985182, 5.260037605181379, 2.688888888888889, 0.8012336167697753,4.491612899008539,1,1.6094975877984048
anger, 5.976843628106519, 5.803712424540452, 5.255801395261642, 5.3597727226802085, 2.814049585136003, 0.813953488372093,4.460024263775827,0.9998405993454448,1.6869801677727203
anger, 6.0868333661140275, 6.142628724890141, 5.150995939396701, 5.288230275074346, 2.6516365121798944, 0.8736958024505156,4.501435406959978,0.9836351273591124,1.460909623129419
anger, 5.893603719777697, 6.148891224972803, 5.020946562107025, 5.259559651312815, 2.5752915751100067, 0.8127936295043754,4.485975039318838,0.9838981428763628,1.4424287159511904
anger, 5.268790532066894, 5.4529182318886535, 4.994796433896832, 4.965683512145384, 2.4303103977561435, 0.6473785482788054,4.431246396543614,1.0013159898390185,1.4293786409281901
anger, 5.276219294813764, 5.564048930732891, 5.126004566899738, 4.98796460462388, 2.5496709783801674, 0.6748646447405698,4.428825495821157,0.9869195267519352,1.4553528367036006
anger, 6.51830637279409, 5.953866951288894, 5.122903994168174, 5.120389654634142, 2.690464422792214, 0.6728617204974386,4.385068841290605,0.985077976179386,1.659753086815767
anger, 6.26647377454076, 5.79975634320895, 6.062035433374643, 6.147052458331463, 3.8434955503304113, 1.199909506295011,4.46544749135538,0.9844988827650549,1.4653627903971462
anger, 6.010689436328129, 5.076084470709327, 5.55488334281876, 5.6033473420852165, 3.4116160028585862, 0.8429752221811598,4.46619106470222,0.9705946909261631,1.5484501897174725
anger, 6.281734447799472, 6.780879131870469, 5.296230927223108, 5.194292341998556, 2.833407765599671, 0.7709475253011037,4.482231689844566,0.9837430178138644,1.665371541449049
anger, 6.00928332985044, 6.5661393944993005, 4.771874938794922, 4.826535869514001, 2.333571416424952, 0.566911711723165,4.531914857823038,0.9861138086383696,1.5860214114335824
anger, 5.558987859279644, 5.682548034419617, 5.272545898557679, 5.0160383705890945, 2.5345384191519016, 0.9407434065789391,4.537725271873029,1.0005096580525565,1.6228531119135507
anger, 5.718152058234888, 5.762802664522574, 5.121755044461309, 4.896722161933212, 2.229866427301002, 0.9802329931333564,4.487923131737616,1.0147766330617571,1.7020969666650605
anger, 5.775429710734636, 6.157550997755267, 5.051549186797308, 4.918111480317917, 2.2122908419172127, 0.9809577496043731,4.485063630835801,1.0145962680108487,1.6394085857985259
anger, 5.702853303633815, 5.8554209779332655, 5.29810601160591, 5.002325871187177, 2.3394962730257975, 1.0793220567728716,4.539099536051868,1.0147766330617571,1.6667575807917314
anger, 6.651384835322492, 7.553498899579698, 5.604457858676225, 5.29009076810889, 3.5176349520819516, 0.4063968147521877,4.333706248289685,0.6776113399225808,1.8495910043028434
anger, 6.586163085359064, 7.199959709424272, 5.838097406963393, 5.515283601921233, 3.740791896792794, 0.5348108693240189,4.313271183188977,0.737563556583431,1.912170304030584
anger, 5.993722868672236, 5.669165669097422, 5.22905905382543, 5.103275753852112, 2.7713556919193936, 0.637326891799106,4.3797912826139385,1.0384615384615385,1.596022799585574
anger, 7.310227570708774, 5.808947301757098, 5.580508915434901, 5.384977858585146, 2.770239484976653, 0.9989685402102997,4.532854278115936,1.0322250556388202,1.4913825095807138
anger, 5.863306456958213, 5.776125384366926, 6.449039241898145, 5.625345950143923, 3.7001805010123765, 1.447018595555868,4.421653563998596,1.2964486109548423,1.6602645943498544
anger, 6.4577646246598235, 6.01893738774298, 7.841717043757729, 8.903720815599725, 6.313209773725156, 2.0695623294054513,4.537803879453313,1.0045953777919048,1.5573061073978771
anger, 4.962228660211933, 5.505358300930532, 6.095315346163295, 5.6787492498785745, 3.721889173040143, 0.8198360491836058,4.510630270036449,1.034123669928255,1.6356549291670048
anger, 6.626478208137205, 5.633970215139728, 5.385287036741744, 5.688482982448134, 3.28325681007424, 1.1416526558094864,4.568334470180228,1.0371786948112722,1.7437127333159232
anger, 6.28772286498474, 5.755717186247509, 4.735704902815437, 4.951489854622679, 2.4696953227140055, 0.6180796646955086,4.590296160532899,1.0728516680071756,1.4478995819552238
anger, 5.475007745388095, 5.440515574099803, 10.23611340560653, 10.940941187922599, 8.559633562990491, 2.90100699484824,4.580530916060837,1.0450900031835049,1.4895784535436898
anger, 5.748346273288688, 6.214177988843824, 5.357485020560983, 5.188161694303625, 2.918866512700292, 0.44476644391371384,4.567830748250518,1.002428956699462,1.4237334320558295
anger, 5.962514224276173, 6.0204265855138335, 5.8968128396179225, 5.547726022204335, 3.900632272683088, 0.8561726894780893,4.46284192960878,0.9630146729276624,1.7615126537349348
anger, 6.23933146206012, 5.994853753766368, 5.856477258169564, 6.080789851602109, 3.4598349530737846, 1.26887521575064,4.474451292036108,1.0528634696851835,1.6092408389394937
anger, 5.686601125772327, 5.99204920908301, 6.606958140531763, 6.789661350387291, 4.659811815282475, 1.1648704120729811,4.5013102649424654,1.2080033514248734,1.6661881909510872
anger, 5.870560422823408, 5.980180390893878, 5.928178705093174, 5.654400923068476, 3.477464619661209, 0.908730903625281,4.396689850325055,0.9304814476740297,2.1213203435596424
anger, 5.607886077803666, 5.5578284827367135, 5.340071733202619, 5.838618014688683, 3.232635366522859, 0.4871461643691076,4.61846485464018,0.941228899348092,1.3354101007703127
anger, 6.101731816551959, 5.889449689916622, 5.0800981936579, 5.094900196927004, 2.7002057534771513, 0.8333333333333334,4.346848642551819,1.0515947002261474,1.5185561446742917
anger, 5.909928518003369, 5.838703827420572, 6.22472241066821, 6.472325383494973, 4, 1.7008139462623473,4.615138655534466,1,1.7095086805353235
anger, 6.627647943044218, 6.871079853720257, 7.069731580215519, 7.153621788333968, 5.308021973980947, 1.1245405460403444,4.511008745096021,0.875232081130802,1.5558474080142926
anger, 5.236356792418719, 5.176843168905575, 5.82185430472588, 5.548809463074081, 3.461830391992269, 0.9528195886626837,4.390164269315113,1.0031675720760589,1.5394983217346927
anger, 5.820864803888481, 5.801200285704656, 6.68154044672899, 6.64333441609619, 4.947252635754041, 0.9460770203292446,4.522611785474319,0.7865255551980442,1.5753086980420248
anger, 4.466005016462488, 5.508040215865471, 4.951980405867048, 4.53325501263568, 2.1166376375453986, 0.6222713912870551,4.312365468371881,1.0261548644911198,1.504142093990467
anger, 4.8441793978697625, 6.120135753731299, 5.297518382439811, 4.6453465776549185, 2.7242263514789187, 0.6636108828176629,4.398729926843253,1,1.8443903612471757
anger, 5.856246863585544, 5.5763299878205626, 5.680002396696752, 5.581771424978708, 3.6108724707472017, 0.9338094023943002,4.511531299957261,1.134662231493693,1.716471331003224
anger, 5.607780096689054, 5.238813618806689, 4.773514931438872, 5.158762970356513, 2.6227306027319197, 0.5862068965517241,4.411541345167679,1,1.6773938267991833
anger, 5.587403548356438, 5.490543882699782, 5.325011286632961, 6.139849906175984, 3.5970073030870453, 0.6215503087641309,4.442939659366805,0.9345386270319955,1.6422941636048434
anger, 6.631546330885783, 5.956619016028964, 5.878800232089152, 5.731735784213012, 3.7588507919333667, 0.7150609884440418,4.475957119754927,0.9630146729276624,1.889529880143816
anger, 5.923999559152172, 6.1833181928314955, 5.627629866371915, 5.852721336387013, 3.49756911164335, 0.6946036472724023,4.438421401928659,1.003404844716773,1.8472038767180419
anger, 5.229342122615833, 4.8726896299846265, 5.363993405954046, 5.509800618686707, 2.6823782472322, 0.9347323091644572,4.401813965495409,1,1.4440460940749196
anger, 6.666132075431376, 5.999069836619445, 5.253010598820651, 5.792939427365851, 3.1522066866293086, 0.9976124120329946,4.552005620063216,1.060889429357724,1.4989132258091407
anger, 5.204516855351123, 5.6029581459457285, 5.670544443316234, 5.6482288377325665, 3.5003571246374277, 0.7071067811865476,4.509959626404511,0.9600652267510855,1.5003204785850053
anger, 5.228424638589089, 5.668795664666678, 5.829012864040511, 6.14210497808884, 3.94064569894201, 0.7299225200292847,4.590649836206061,1,1.5516871026965677
anger, 5.481454567240543, 6.012169429199183, 5.00598185853229, 4.9441104709252714, 2.5351038622424698, 0.4639898966613623,4.663281513271207,1,1.4562811256694677
anger, 7.1710204619317, 6.434236938917626, 5.286923968316085, 5.751861806801655, 3.3111946911615378, 0.8619342151577696,4.474562711105317,1.0172455653604817,1.6824065828710841
anger, 7.286373678580028, 6.208059005619962, 4.8532929529882995, 4.993183634012463, 2.531922105360178, 0.2589737124484317,4.437782729578748,0.698404066671542,1.7207464446445788
anger, 7.546280809328231, 6.8132298016241855, 5.413556263189961, 5.497359081390195, 3.1215964332621695, 0.8920549017300624,4.466231369212723,1.0166254437495226,1.7659528269545002
anger, 5.846272041965316, 5.917539816369993, 9.88198425921542, 9.75706558137902, 7.363947499288492, 3.980459697816396,4.385241244038019,1.6486978160894294,1.7868838978747343
anger, 6.3325588809753315, 6.163352811961092, 5.06727352339492, 5.116014055773967, 2.7197502060899987, 0.8619181161017875,4.335484149887968,1.016210080066749,1.6369382849486755
anger, 5.201228871894874, 5.076401815829438, 5.080321305401554, 5.202682087086049, 2.5598713202953363, 0.714675032250088,4.55387184056135,0.9612186157747956,1.2181297139467537
anger, 5.0988208821987975, 5.018191691514299, 4.9774898456834045, 5.1304386246776055, 2.497177610363171, 0.6836426381064657,4.558479922112893,0.9486015255814526,1.264261545509897
anger, 5.370207014677493, 5.269130279971225, 5.562399957625192, 5.8809007362585834, 3.0259602845318967, 1.3339437546591157,4.682058222606043,1.2945825013709091,1.2018328222015509
anger, 5.483100128762263, 5.176593745851072, 5.556539921558173, 5.548065577367442, 3.4399942891541797, 0.7765316247626237,4.471699687707385,0.9430487408312475,1.5519236944143457
anger, 4.783054447163762, 5.828531564860837, 5.502036573178032, 5.023078873362024, 2.897917780258767, 0.6760139189786329,4.619940575069611,1.0255746090307252,1.4434372603813153
anger, 5.677952815192443, 5.195618855674439, 5.632572117503443, 5.495572743062642, 3.2507848345924595, 0.643848442047141,4.512309438830842,1,1.3395454536789373
anger, 6.04381856915473, 5.6747098319585, 5.19884400506988, 5.186669563372634, 2.7790386709284363, 0.779162456550067,4.485449763514803,1.0020321093910167,1.4147524130546314
anger, 6.1823990958677, 7.306046914017206, 6.138644694190342, 5.940977100596289, 4.169677073413686, 0.8221083073205848,4.567593804737552,1,1.590087786603224
anger, 5.8705786329329825, 5.306010834401041, 5.266791915043803, 5.647393895957932, 2.940610652778765, 0.7126465944206327,4.500843741465117,0.8941451707529557,1.447533536670922
anger, 5.642927187758831, 5.842703673769745, 6.575890053603807, 6.369062180090353, 4.0672130780452385, 1.0666666666666667,4.451837904262695,0.7916666666666666,1.5504257215824986
anger, 5.682495724434347, 5.635178620538764, 5.6685780176306455, 5.665665510743667, 3.757947837011759, 0.6676086858827283,4.423274378676433,0.9201333421913046,1.7206546984130273
anger, 5.308293328462484, 6.242989765699314, 5.980920523830699, 6.395997247124919, 4.099588983575567, 1.0511766624552734,4.515921720394998,1,1.50307325467688
anger, 4.716287723542784, 6.206156541657048, 5.636448021450894, 5.411761149723194, 2.850586377682531, 0.9528195886626837,4.444624545810177,0.9687422456265332,1.4589763185250806
disgust, 5.5523744422608265, 5.532482829238663, 6.6438953419768065, 6.542001788960278, 3.825357703274518, 2.1291891019838456,4.388838015209517,1.390297388787123,1.719892079986498
disgust, 5.967236725338525, 5.801439660561312, 6.805909736012646, 7.172624588480189, 4.144450577366714, 2.584475417678446,4.418564641330689,1.5870637451148648,1.6895835139355075
disgust, 6.166885374087597, 5.669511109931137, 6.729934713019739, 6.83037599931324, 4.021361162013845, 2.309959915502741,4.384001386706823,1.523530332512566,1.719131107480137
disgust, 6.287864375644498, 6.373790233011984, 7.4903694921146915, 6.371601432655891, 5.371963157513319, 1.515208892584016,4.384035907986905,1.3241165626684255,2.5650246969004407
disgust, 6.2655137925100455, 6.9834450971237825, 8.377092807310923, 7.290340735661259, 6.330244860982868, 1.96,4.307473141778127,1.5760489241146478,2.663839732519943
disgust, 6.732232541483368, 6.931447326692777, 8.595672657138348, 8.382556401924571, 7.023546567012057, 2.122425600938629,4.3189124130070935,1.3225497839531344,2.4820758822915066
disgust, 6.592383789511308, 6.311660720948634, 7.970890500875685, 7.101069587274898, 5.894273980179802, 2.14795219456509,4.356162695712809,1.5526315789473684,2.4949711755893693
disgust, 5.440059911886326, 5.130398523141393, 7.063339557465341, 7.8992963939900545, 5.453857427365868, 1.9052918375675079,4.537916509488554,1.5590564243498595,1.74003946293088
disgust, 5.633469653472484, 5.320644085004661, 7.38763001266604, 8.838350844896793, 6.092778612383039, 2.5330979779419622,4.5897906456941415,1.8471397761820179,1.6701865485173244
disgust, 5.683573541014771, 5.11526691065029, 6.065451073571104, 6.7888778984262865, 4.222295321004651, 1.5327897587224557,4.512833745026143,1.3983660221263519,1.676173864349821
disgust, 7.387972184210606, 6.697108082239293, 6.841289357207899, 6.5376500241272275, 4.5500591945636435, 1.5244326904210332,4.488420586838941,1.2263419550628327,1.8428018818181975
disgust, 7.476947997896041, 7.141475284376603, 7.238530945885275, 7.142765509497496, 4.963154353283995, 1.907292156737066,4.476928399562814,1.5086197698421249,1.8336050005962834
disgust, 7.223245438773817, 6.7577132767567605, 7.069314149605178, 7.019625456283782, 4.807511117656906, 1.7541958854875146,4.5341330388868695,1.4593808044058858,1.7089637398222723
disgust, 5.841117613747283, 5.981090373110666, 6.372240180967438, 6.23168998038963, 4.083361708416894, 1.7405751125079387,4.40298205870832,1.238318976021551,1.854635828377411
disgust, 5.898149255309933, 6.055569304137008, 7.002486903525735, 6.433613426811075, 4.565163669798577, 1.9267244692677965,4.389160031624405,1.305376994842346,1.9149968968001223
disgust, 8.093174385775129, 6.714920237116416, 6.273717247234711, 6.601550740707808, 3.5797495361509624, 1.4475861349078776,4.572440901831265,1.2924411975177112,1.4263781300889828
disgust, 8.232289661178815, 6.701292182874751, 6.413321015089485, 6.902820210546844, 3.7955439460179945, 1.687054784573947,4.561488002686625,1.5806924328900631,1.4209830007778486
disgust, 8.256149734178035, 6.2015259238565035, 6.384578748370815, 7.307374780231323, 4.01311544082665, 1.968704187617822,4.567318842336174,1.7273982831273842,1.3954128171737707
disgust, 5.806846770025496, 6.255124621656927, 6.889924345125156, 6.786274182158861, 4.285809522751346, 1.9430672155336346,4.445798642151001,1.530748293273402,1.641055483739171
disgust, 6.598366199196703, 6.640358380052528, 6.5554032552782795, 6.466235029140249, 3.9460023132349233, 1.7107435806151419,4.447231138232224,1.3519786850699245,1.5310302746953977
disgust, 6.1412236989919595, 6.057027667482783, 6.053778988292112, 6.213567578064247, 3.594534724645952, 1.3807663019991994,4.423414017032877,1.1864406779661016,1.4568640098511705
disgust, 6.624375875646287, 6.779722728550766, 13.115935373152837, 13.934923240017202, 10.740664211503875, 5.868865287816458,4.589974831392133,1.8949195818310203,1.7878416983479768
disgust, 6.283799199747012, 6.347336897049242, 13.515303287256378, 14.096561555685296, 10.92492954682605, 5.554820530710661,4.57540164245718,1.7435897435897436,1.7217649700611755
disgust, 7.285360875683397, 6.438375867271372, 5.433892804102511, 6.046919619366591, 3.1536244417567376, 1.9225206558273222,4.508764968622582,1.748854887288415,1.6878410583792025
disgust, 7.405496367380407, 6.3382920292075005, 5.592043658817309, 6.058571540269847, 3.2292972011862524, 1.8264833311411535,4.464671330727903,1.7061584521332278,1.6016394352959988
disgust, 6.981016017813966, 6.108944106025924, 5.4543918323599945, 6.041199922234984, 3.110356099949514, 1.7404337358949051,4.530395265919285,1.5630004149166767,1.496420817504082
disgust, 6.7282017787243635, 6.828187508817735, 5.608659019698065, 5.532680252332677, 3.2967180444713517, 0.8716039338445171,4.535852218084499,1.000879452396874,1.6679519313008344
disgust, 6.813683319397386, 7.2656101583722394, 6.278422854848602, 5.86381824266968, 3.860771756229149, 1.3249647430880325,4.512489242774082,1.2450022866152104,1.7794726104726661
disgust, 6.871578346785537, 7.116640171773048, 6.485330241018617, 6.02065171072803, 4.162249911324922, 1.5578918534439503,4.531691819917753,1.4236252273870549,1.7323639994621427
disgust, 6.4491359465341, 6.734666961400053, 7.515067945984809, 6.967170957941127, 4.823680120847244, 2.3633283946412167,4.434816526696336,1.5,1.7287676585386034
disgust, 6.7605982575589865, 6.6735971443453765, 7.961672793899297, 7.326728655203087, 4.93927747942252, 2.9048382618974777,4.430640863837783,1.8125855503783395,1.6955061450716067
disgust, 6.354874022396467, 6.4083792819261856, 6.00134788866105, 5.606663863834514, 3.556109446696932, 1.1020163887415226,4.525499874278539,1.0752066611409408,2.016563632755552
disgust, 6.6231901225585705, 6.876820323025522, 6.4926226967751015, 6.288557442774811, 4.184572963585886, 1.41107202521878,4.529499752468327,1.4227885693024482,1.9649879381147186
disgust, 6.338801409015458, 6.077118881315755, 6.334295996684314, 6.3001431185735095, 4.244533174323856, 1.3172989869649538,4.50100428418639,1.1896033027150728,1.9036177416134954
disgust, 6.689280842649446, 6.3786437056708785, 7.277646034381331, 7.642059146911364, 5.07545800619045, 2.519241025083895,4.53536631949035,1.4770661176645083,1.7704789468180342
disgust, 6.598517950362981, 6.467025379896091, 7.887181565669885, 8.192231793075607, 5.691347186012132, 2.9219285025986474,4.494471383552934,1.7437145811572892,1.7435813383175967
disgust, 6.66598901072153, 6.3296319928696985, 8.066383906222418, 8.895831557232558, 6.167186395284972, 3.060640679256774,4.5027497783819275,1.727775188093554,1.6850257619051536
disgust, 6.361635073224268, 6.112872899211877, 6.234338291973897, 6.725096521339397, 4.182642156919957, 1.7893671681310468,4.499249397557922,1.4446153745017782,1.5814808663936568
disgust, 6.229053507727912, 6.028592701425669, 6.295805068591084, 6.890399344347091, 4.302762074283205, 1.848629544462749,4.519944861472394,1.5681818181818181,1.5623630999272744
disgust, 5.7368421610169, 6.041877076014589, 6.501786597036293, 7.33027708347927, 4.511852845835097, 1.966322122604652,4.529374380972801,1.6802368512470676,1.413770229881442
disgust, 5.283799792481339, 5.473480324130199, 5.7055240705083365, 5.666414449355426, 3.149469364169966, 1.2192318125118218,4.373389531934079,1.1316209334399332,1.5071887861629274
disgust, 5.688388954047789, 5.926775511315194, 6.16581714214759, 6.227396019269919, 3.841665936996485, 1.5058323070473534,4.371353660058876,1.3068545643869542,1.4916168066426587
disgust, 7.022933443865522, 6.575547598281807, 6.132080733173609, 5.80128216485397, 3.464881730363304, 1.371919152924895,4.479111107098406,1.4182983635095558,1.8710188115666533
disgust, 7.24370826414151, 6.875386526646924, 6.350627245691275, 5.980028459984917, 3.6466677859441874, 1.6428571428571428,4.485358072310829,1.5633779754062864,1.8691974759891024
disgust, 7.132695407075478, 6.235179635621574, 6.642298705536048, 6.405653295416768, 4.103218185080562, 1.8200951585930258,4.467657733896761,1.4641611697980539,1.8402485228038374
disgust, 5.712859189268331, 5.498304100976661, 7.91884159846253, 7.4968102401099355, 5.414307905969186, 2.208069704668998,4.462073993016348,1.301507234208387,1.6137606678751402
disgust, 5.637526051444364, 5.500350081591029, 7.613807074162735, 7.536780583941066, 5.380347734663118, 2.3519241281514187,4.417030325123337,1.509641063772998,1.6570814085236356
disgust, 6.793939662752042, 6.609842695305499, 6.316460440332976, 6.168842980602148, 3.7955537637744543, 1.920387792440996,4.457174922770866,1.7231456030268506,1.7987653147575995
disgust, 6.373996167151621, 6.333080346596512, 6.299071659144343, 6.072508741136758, 3.7427677258023215, 1.973859641326229,4.435041691709287,1.6664352695476026,1.7987653147575995
disgust, 5.731350875029845, 5.7236513063047445, 5.787029342484141, 5.73093598299439, 2.953589563799774, 1.9294071578005627,4.503100848625955,1.491441176460481,1.6559327353050293
disgust, 5.856664094540142, 5.675761691115776, 5.7328259283222565, 5.470084723432709, 2.7370803937653796, 1.9118015567776723,4.434813993185722,1.6331913835951684,1.7299079751171411
disgust, 6.071475181342289, 5.7922464927902375, 5.65736303060246, 5.458150249722084, 2.891250374242049, 1.60022209712229,4.445260705901624,1.40945988988976,1.6637559518181297
disgust, 7.375676091234674, 7.516315200556631, 6.896861060697115, 6.784279564444269, 5.12068875125185, 1.1485661288098021,4.349742675717016,1.06380177107617,1.965286631497552
disgust, 6.808963299206582, 6.833712543575212, 7.038087882187995, 7.074055177639197, 5.528272583077737, 1.6172150801252798,4.35201744398725,1.5936099774351926,1.9482432420315143
disgust, 6.724782091028699, 6.996668717457874, 7.8084842041483515, 8.120423067018892, 6.377849137440654, 1.7933633259890132,4.376087663825839,1.4740058571230026,1.8651826318084777
disgust, 5.060757486365237, 6.950736805426992, 6.226261099067992, 5.975114017104997, 3.279890117197125, 1.581678375853207,4.432248158112184,1.0401227758361495,1.6019882541287145
disgust, 5.565769711455835, 4.8468448455354896, 6.28321026200382, 7.090604733497536, 4.596194077712559, 1.8384776310850235,4.460607921008575,1.3469804882193226,1.6954339438373727
disgust, 7.147916673710995, 6.170831708177349, 6.531694263419935, 6.53073627966619, 4.326193859201526, 1.2615227658334007,4.490544096432669,1.0043010951179792,1.6718625784817962
disgust, 6.207000494361114, 6.385012007538001, 6.820528895623106, 6.0364944798803855, 4.108330363831319, 1.560491952922262,4.4911558726078376,1.135486209908905,1.8225266976026406
disgust, 6.686130917481753, 6.404791449096322, 7.197302185215714, 7.561828769629702, 5.640588561155592, 1.8408935028645432,4.404809603069949,1.0116114195844057,2.1435431246933385
disgust, 6.472548052296969, 5.936117021834622, 6.089591872530367, 6.491182273091294, 4.205469725221677, 1.4949100633686883,4.531356147822921,1.0031675720760589,1.7130122840920745
disgust, 5.374642487599944, 6.778213304773651, 5.9371395889538015, 5.302364485375346, 3.370624736026114, 0.8527157691790015,4.449524003759709,0.9756308557544192,1.6186389549989901
disgust, 5.275514350528386, 5.102252211322054, 8.32639192099012, 9.15853613308462, 6.357250517821479, 2.4455035892179855,4.580240800391554,1,1.4256150334138953
disgust, 6.8426652583199425, 6.8058633552190635, 6.298738871836521, 6.627371612872656, 4.311106048233564, 1.3139708280690918,4.574490318277242,1.036329866324779,1.6481246249208927
disgust, 5.453924066639314, 6.0065544128098125, 5.628150806567804, 5.369494206545341, 3.0217788702986863, 1.3498867357091036,4.46708864878474,1.049516626125976,1.6755022926102372
disgust, 8.492388350842852, 6.8911083957644665, 7.218044679695399, 6.639052377180086, 5.180778602301978, 1.5607042209751498,4.549241211770534,1.0415958959205887,2.077788964871948
disgust, 6.653924564968012, 6.826815773041257, 7.158058120361342, 7.509392874664243, 5.188482820854366, 1.7972446955201236,4.5024792411282855,0.9992611746313143,1.7613034324107524
disgust, 6.233911133399362, 6.109596246421578, 6.415338633145728, 6.149027434427915, 4.001542912304246, 1.5565473029024333,4.453140188339196,1.1117282236891581,1.7862368573352019
disgust, 6.618338984549674, 6.387713482137962, 6.537815642636129, 6.278623128544293, 4.120484809064147, 1.6120686809496565,4.4949427333862335,1.0356695732559458,2.1171842470135824
disgust, 5.708203861388645, 5.1248587887199, 6.8602659856732435, 7.734125141049644, 4.7757399748826685, 1.9845557534273355,4.6164267582233975,1.2488573457568168,1.5216305323974617
disgust, 5.748864497166152, 6.129114390470328, 8.20019975301717, 7.685091438641065, 5.923554302546845, 1.9966786581012015,4.5994176422448705,1.0384615384615385,1.8850808651394289
